,Unnamed: 0,Unnamed: 0.1,tweet_id,timestamp,dog_name,doggo,floofer,pupper,puppo,api_favorite_count,api_lang,api_retweet_count,img_jpg_url,img_img_num,img_p1,img_p1_conf,img_p1_dog,img_p2,img_p2_conf,img_p2_dog,img_p3,img_p3_conf,img_p3_dog,rating,followers_count,statuses_count,friends_count,float_rating,just_date
0,0,0,892420643555336193,2017-08-01 16:23:56,Phineas,None,None,None,None,35460.0,en,7488.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1.0,orange,0.0970486,False,bagel,0.08585110000000001,False,banana,0.07611,False,13/10,8877190.0,13020.0,19.0,1.3,2017-08-01
1,1,1,892177421306343426,2017-08-01 00:17:27,Tilly,None,None,None,None,30695.0,en,5557.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1.0,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True,13/10,8877190.0,13020.0,19.0,1.3,2017-08-01
2,2,2,891815181378084864,2017-07-31 00:18:03,Archie,None,None,None,None,23089.0,en,3680.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1.0,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-31
3,3,3,891689557279858688,2017-07-30 15:58:51,Darla,None,None,None,None,38750.0,en,7665.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1.0,paper_towel,0.17027799999999998,False,Labrador_retriever,0.168086,True,spatula,0.0408359,False,13/10,8877190.0,13020.0,19.0,1.3,2017-07-30
4,4,4,891327558926688256,2017-07-29 16:00:24,Franklin,None,None,None,None,37027.0,en,8267.0,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2.0,basset,0.555712,True,English_springer,0.22577,True,German_short-haired_pointer,0.175219,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-29
5,5,5,891087950875897856,2017-07-29 00:08:17,None,None,None,None,None,18666.0,en,2767.0,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1.0,Chesapeake_Bay_retriever,0.425595,True,Irish_terrier,0.116317,True,Indian_elephant,0.07690219999999999,False,13/10,8877190.0,13020.0,19.0,1.3,2017-07-29
6,6,6,890971913173991426,2017-07-28 16:27:12,Jax,None,None,None,None,10849.0,en,1797.0,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1.0,Appenzeller,0.34170300000000003,True,Border_collie,0.199287,True,ice_lolly,0.193548,False,13/10,8877190.0,13020.0,19.0,1.3,2017-07-28
7,7,7,890729181411237888,2017-07-28 00:22:40,None,None,None,None,None,59775.0,en,16770.0,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2.0,Pomeranian,0.566142,True,Eskimo_dog,0.17840599999999998,True,Pembroke,0.0765069,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-28
8,8,8,890609185150312448,2017-07-27 16:25:51,Zoey,None,None,None,None,25687.0,en,3822.0,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1.0,Irish_terrier,0.487574,True,Irish_setter,0.193054,True,Chesapeake_Bay_retriever,0.118184,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-27
9,9,9,890240255349198849,2017-07-26 15:59:51,Cassie,doggo,None,None,None,29319.0,en,6508.0,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1.0,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True,14/10,8877190.0,13020.0,19.0,1.4,2017-07-26
10,10,10,890006608113172480,2017-07-26 00:31:25,Koda,None,None,None,None,28253.0,en,6515.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-26
11,11,11,889880896479866881,2017-07-25 16:11:53,Bruno,None,None,None,None,25708.0,en,4430.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,13/10,8877190.0,13020.0,19.0,1.3,2017-07-25
12,12,12,889665388333682689,2017-07-25 01:55:32,None,None,None,None,puppo,44167.0,en,8889.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-25
13,13,13,889638837579907072,2017-07-25 00:10:02,Ted,None,None,None,None,24846.0,en,3973.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-25
14,14,14,889531135344209921,2017-07-24 17:02:04,Stuart,None,None,None,puppo,13975.0,en,2008.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-24
15,15,15,889278841981685760,2017-07-24 00:19:32,Oliver,None,None,None,None,23188.0,en,4736.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-24
16,16,16,888917238123831296,2017-07-23 00:22:39,Jim,None,None,None,None,26807.0,en,3985.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-23
17,17,17,888804989199671297,2017-07-22 16:56:37,Zeke,None,None,None,None,23523.0,en,3760.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-22
18,18,18,888554962724278272,2017-07-22 00:23:06,Ralphus,None,None,None,None,18139.0,en,3074.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-22
19,19,20,888078434458587136,2017-07-20 16:49:33,Gerald,None,None,None,None,20037.0,en,3080.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-20
20,20,21,887705289381826560,2017-07-19 16:06:48,Jeffrey,None,None,None,None,27866.0,en,4797.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-19
21,21,22,887517139158093824,2017-07-19 03:39:09,such,None,None,None,None,42689.0,en,10464.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,14/10,8877190.0,13020.0,19.0,1.4,2017-07-19
22,22,23,887473957103951883,2017-07-19 00:47:34,Canela,None,None,None,None,63215.0,en,15981.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-19
23,23,24,887343217045368832,2017-07-18 16:08:03,None,None,None,None,None,30996.0,en,9356.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-18
24,24,25,887101392804085760,2017-07-18 00:07:08,None,None,None,None,None,28203.0,en,5300.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-18
25,25,26,886983233522544640,2017-07-17 16:17:36,Maya,None,None,None,None,32045.0,en,6794.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,13/10,8877190.0,13020.0,19.0,1.3,2017-07-17
26,26,27,886736880519319552,2017-07-16 23:58:41,Mingus,None,None,None,None,11002.0,en,2833.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-16
27,27,28,886680336477933568,2017-07-16 20:14:00,Derek,None,None,None,None,20711.0,en,3985.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,13/10,8877190.0,13020.0,19.0,1.3,2017-07-16
28,28,29,886366144734445568,2017-07-15 23:25:31,Roscoe,None,None,pupper,None,19449.0,en,2811.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-15
29,29,31,886258384151887873,2017-07-15 16:17:19,Waffles,None,None,None,None,25747.0,en,5625.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,13/10,8877190.0,13020.0,19.0,1.3,2017-07-15
30,30,33,885984800019947520,2017-07-14 22:10:11,Jimbo,None,None,None,None,29969.0,en,5970.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-14
31,31,34,885528943205470208,2017-07-13 15:58:47,Maisey,None,None,None,None,33075.0,en,5680.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-13
32,32,36,885311592912609280,2017-07-13 01:35:06,Lilly,None,None,None,None,0.0,en,16437.0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1.0,Labrador_retriever,0.908703,True,seat_belt,0.0570909,False,pug,0.0119335,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-13
33,33,37,885167619883638784,2017-07-12 16:03:00,None,None,None,None,None,20140.0,en,3879.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-12
34,34,38,884925521741709313,2017-07-12 00:01:00,Earl,None,None,None,None,70834.0,en,16034.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-12
35,35,39,884876753390489601,2017-07-11 20:47:12,Lola,None,None,None,None,25592.0,en,4954.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-11
36,36,40,884562892145688576,2017-07-11 00:00:02,Kevin,None,None,None,None,22371.0,en,4181.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-11
37,37,41,884441805382717440,2017-07-10 15:58:53,None,None,None,None,None,24944.0,en,5070.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,14/10,8877190.0,13020.0,19.0,1.4,2017-07-10
38,38,43,884162670584377345,2017-07-09 21:29:42,Yogi,doggo,None,None,None,18789.0,en,2661.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-09
39,39,44,883838122936631299,2017-07-09 00:00:04,Noah,None,None,None,None,20092.0,en,3034.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-09
40,41,46,883360690899218434,2017-07-07 16:22:55,Grizzwald,None,floofer,None,None,20879.0,en,3277.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-07
41,42,47,883117836046086144,2017-07-07 00:17:54,None,None,None,None,None,34106.0,en,5910.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden_retriever,0.949562,True,Labrador_retriever,0.04594790000000002,True,kuvasz,0.00247094,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-07
42,43,48,882992080364220416,2017-07-06 15:58:11,Rusty,None,None,None,None,21987.0,en,3451.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,13/10,8877190.0,13020.0,19.0,1.3,2017-07-06
43,44,49,882762694511734784,2017-07-06 00:46:41,Gus,None,None,pupper,None,25996.0,en,4339.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,12/10,8877190.0,13020.0,19.0,1.2,2017-07-06
44,45,50,882627270321602560,2017-07-05 15:48:34,Stanley,None,None,None,None,25788.0,en,5397.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-05
45,46,51,882268110199369728,2017-07-04 16:01:23,Alfy,None,None,None,None,41243.0,en,10301.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-04
46,47,52,882045870035918850,2017-07-04 01:18:17,Koko,None,None,None,None,26977.0,en,4330.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-04
47,48,53,881906580714921986,2017-07-03 16:04:48,Rey,None,None,None,None,22435.0,en,3027.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,12/10,8877190.0,13020.0,19.0,1.2,2017-07-03
48,49,54,881666595344535552,2017-07-03 00:11:11,Gary,None,None,None,None,46639.0,en,9493.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,13/10,8877190.0,13020.0,19.0,1.3,2017-07-03
49,50,56,881536004380872706,2017-07-02 15:32:16,a,None,None,pupper,None,45535.0,en,14233.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,14/10,8877190.0,13020.0,19.0,1.4,2017-07-02
50,51,57,881268444196462592,2017-07-01 21:49:04,Elliot,None,None,None,None,21443.0,en,4712.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,tusker,0.473303,False,Indian_elephant,0.245646,False,ibex,0.0556607,False,12/10,8877191.0,13020.0,19.0,1.2,2017-07-01
51,52,58,880935762899988482,2017-06-30 23:47:07,Louis,None,None,None,None,15756.0,en,2488.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,street_sign,0.251801,False,umbrella,0.115123,False,traffic_light,0.0695338,False,13/10,8877191.0,13020.0,19.0,1.3,2017-06-30
52,53,59,880872448815771648,2017-06-30 19:35:32,None,None,None,None,None,19602.0,en,3406.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,12/10,8877191.0,13020.0,19.0,1.2,2017-06-30
53,54,60,880465832366813184,2017-06-29 16:39:47,Bella,None,None,None,None,26206.0,en,5527.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,12/10,8877191.0,13020.0,19.0,1.2,2017-06-29
54,55,61,880221127280381952,2017-06-29 00:27:25,Jesse,None,None,None,None,24811.0,en,3699.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,12/10,8877191.0,13020.0,19.0,1.2,2017-06-29
55,56,62,880095782870896641,2017-06-28 16:09:20,None,None,None,None,None,25435.0,en,3873.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,11/10,8877191.0,13020.0,19.0,1.1,2017-06-28
56,57,63,879862464715927552,2017-06-28 00:42:13,Romeo,None,None,None,None,20620.0,en,3098.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-28
57,58,65,879492040517615616,2017-06-27 00:10:17,Bailey,None,None,None,None,21634.0,en,2827.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,12/10,8877191.0,13020.0,19.0,1.2,2017-06-27
58,59,66,879415818425184262,2017-06-26 19:07:24,Duddles,None,None,None,None,97422.0,en,39693.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-26
59,60,67,879376492567855104,2017-06-26 16:31:08,Jack,None,None,None,None,15518.0,en,2785.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,12/10,8877191.0,13020.0,19.0,1.2,2017-06-26
60,61,69,879050749262655488,2017-06-25 18:56:45,Steven,None,None,None,None,20772.0,en,4183.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,tabby,0.311861,False,window_screen,0.169123,False,Egyptian_cat,0.132932,False,11/10,8877191.0,13020.0,19.0,1.1,2017-06-25
61,62,70,879008229531029506,2017-06-25 16:07:47,Beau,None,None,None,None,17528.0,en,2386.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-25
62,63,71,878776093423087618,2017-06-25 00:45:22,Snoopy,None,None,None,puppo,17858.0,en,3645.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-25
63,64,75,878281511006478336,2017-06-23 16:00:04,Shadow,None,None,None,None,7128.0,en,1134.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-23
64,65,76,878057613040115712,2017-06-23 01:10:23,Emmy,None,None,None,None,38827.0,en,6062.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1.0,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,14/10,8877191.0,13020.0,19.0,1.4,2017-06-23
65,66,77,877736472329191424,2017-06-22 03:54:17,Aja,None,None,None,None,72968.0,en,16865.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2.0,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-22
66,67,78,877611172832227328,2017-06-21 19:36:23,None,None,None,pupper,None,0.0,en,71.0,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,1.0,Irish_setter,0.364729,True,golden_retriever,0.202907,True,Irish_terrier,0.107473,True,14/10,8877191.0,13020.0,19.0,1.4,2017-06-21
67,68,79,877556246731214848,2017-06-21 15:58:08,Penny,None,None,None,None,20931.0,en,3398.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1.0,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,12/10,8877191.0,13020.0,19.0,1.2,2017-06-21
68,69,80,877316821321428993,2017-06-21 00:06:44,Dante,None,None,None,None,25308.0,en,4650.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1.0,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-21
69,70,81,877201837425926144,2017-06-20 16:29:50,Nelly,None,None,None,None,25007.0,en,4964.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1.0,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,12/10,8877191.0,13020.0,19.0,1.2,2017-06-20
70,71,82,876838120628539392,2017-06-19 16:24:33,Ginger,None,None,pupper,None,19099.0,en,2976.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1.0,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,12/10,8877191.0,13020.0,19.0,1.2,2017-06-19
71,72,84,876484053909872640,2017-06-18 16:57:37,Benedict,None,None,None,None,17343.0,en,2112.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1.0,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-18
72,73,85,876120275196170240,2017-06-17 16:52:05,Venti,None,None,None,None,25844.0,en,4163.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1.0,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-17
73,74,86,875747767867523072,2017-06-16 16:11:53,Goose,None,None,None,None,23183.0,en,3816.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1.0,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-16
74,75,87,875144289856114688,2017-06-15 00:13:52,Nugget,None,None,None,None,20266.0,en,4390.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1.0,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,13/10,8877191.0,13020.0,19.0,1.3,2017-06-15
75,76,89,875021211251597312,2017-06-14 16:04:48,None,None,None,None,None,23574.0,en,4214.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2.0,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460382,True,12/10,8877191.0,13020.0,19.0,1.2,2017-06-14
76,77,90,874680097055178752,2017-06-13 17:29:20,Cash,None,None,None,None,25714.0,en,4145.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1.0,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,12/10,8877191.0,13020.0,19.0,1.2,2017-06-13
77,78,92,874296783580663808,2017-06-12 16:06:11,Jed,None,None,pupper,None,24080.0,en,3699.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1.0,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-12
78,79,93,874057562936811520,2017-06-12 00:15:36,None,None,None,None,None,21016.0,en,3566.0,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1.0,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,12/10,8877191.0,13020.0,19.0,1.2,2017-06-12
79,80,94,874012996292530176,2017-06-11 21:18:31,Sebastian,None,None,None,puppo,31634.0,en,9137.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2.0,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-11
80,81,96,873580283840344065,2017-06-10 16:39:04,None,None,None,None,None,22412.0,en,3536.0,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1.0,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-10
81,82,98,873213775632977920,2017-06-09 16:22:42,Sierra,None,None,pupper,None,6622.0,en,1418.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1.0,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,12/10,8877191.0,13020.0,19.0,1.2,2017-06-09
82,83,99,872967104147763200,2017-06-09 00:02:31,None,doggo,None,None,None,25217.0,en,4860.0,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2.0,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,12/10,8877191.0,13020.0,19.0,1.2,2017-06-09
83,84,100,872820683541237760,2017-06-08 14:20:41,None,None,None,None,None,13646.0,en,3342.0,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3.0,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,13/10,8877191.0,13020.0,19.0,1.3,2017-06-08
